22513,Nowowiejska,14,58-200,Dzierżoniów
33021,Rudnowska,80,67-200,Głogów
31001,Batalionów Chłopskich,3,00-000,Przerzeczyn-Zdrój
33480,Aleja Wolności,36,67-200,Głogów
32995,Jedności Robotniczej,39,67-200,Głogów
32566,Bartosza Głowackiego,15,67-200,Głogów
32321,Słodowa,15,67-200,Głogów
19727,Fryderyka Chopina,17,58-260,Bielawa
21936,Piaskowa,40,58-200,Dzierżoniów
34820,Grodzieńska,16,67-200,Głogów
25718,Ogrodowa,59,00-000,Pieszyce
25816,Botwinowa,17,00-000,Pieszyce
22921,Osiedle Błękitne,31d,58-200,Dzierżoniów
33558,Józefa Lompy,13,67-200,Głogów
33149,Kazimierza Wielkiego,61,67-200,Głogów
37285,Adama Mickiewicza,49,67-200,Głogów
5831,Leśna,9,59-707,Trzebień
10899,Główna,84,00-000,Wykroty
14095,Nowogrodzka,27A,59-730,Nowogrodziec
15315,Krótka,6A,59-724,Osiecznica
36421,Brzeska,18a,67-200,Głogów
28608,Polna,9,00-000,Myśliszów
20012,Piławska,26a,58-260,Bielawa
8724,Bukowa,3D,59-700,Kruszyn
191,Zabobrze,82,59-700,Bolesławiec
20908,Wiosenna,7,58-200,Dzierżoniów
23844,Podwalna,10a,58-200,Dzierżoniów
1557,Góralska,44,59-700,Bolesławiec
18065,Willowa,3,58-260,Bielawa
39792,Brzoskwiniowa,40,67-200,Ruszowice
26429,Kasztanowa,2c,58-240,Piława Górna
20272,Brzeżna,8,58-260,Bielawa
37643,Jesienna,27,67-200,Głogów
4495,Ceramiczna,48,59-700,Bolesławiec
24607,Ogrodowa,77,00-000,Pieszyce
34341,Wioślarska,20,67-200,Głogów
64,Władysława Łokietka,4,59-700,Bolesławiec
24762,Inne Kamionki,74,00-000,Pieszyce
6511,Szmaragdowa,6,59-700,Kruszyn
24245,Osiedle Błękitne,8b,58-200,Dzierżoniów
18038,Osiedle Europejskie,33,58-260,Bielawa
38082,Gospodarcza,16,67-200,Serby
13865,Młyńska,19,59-730,Nowogrodziec
2666,Stokrotek,48,59-700,Bolesławiec
32480,Gołębia,1A,67-200,Głogów
24928,Królowej Jadwigi,1,00-000,Pieszyce
20119,Osiedle Włókniarzy,3b,58-260,Bielawa
41176,Marcowa,5,67-210,Modła
1909,Fryderyka Chopina,16,59-700,Bolesławiec
39850,Urocza,6,67-200,Bytnik
8315,aleja Kasztanowa,6,59-700,Kruszyn
54,Nadrzeczna,15,59-700,Bolesławiec
29000,Tadeusza Kościuszki,15,00-000,Marianówek
23636,Świdnicka,79,58-200,Dzierżoniów
28823,Tadeusza Kościuszki,1,00-000,Marianówek
3682,Władysława Andersa,5,59-700,Bolesławiec
6077,Leśna,9a,59-707,Trzebień
25924,1 Maja,11,58-250,Pieszyce
15857,Żagańska,11,59-726,Świętoszów
37937,Orzechowa,65,67-200,Ruszowice
4177,Mostowa,12,59-700,Bolesławiec
23426,Generała Władysława Andersa,4,58-200,Dzierżoniów
2093,Piotra i Pawła,2,59-700,Bolesławiec
1692,Zgorzelecka,42,59-700,Bolesławiec
24163,Brzegowa,135,58-200,Dzierżoniów
19713,Rotmistrza Witolda Pileckiego,6,58-260,Bielawa
33605,Saturna,41,67-200,Głogów
35583,Letnia,10,67-200,Głogów
15445,Lubańska,33,59-724,Osiecznica
6648,aleja Kasztanowa,1b,59-700,Kruszyn
26958,Główna,92,00-000,Piława Dolna
32381,Stefana Żeromskiego,5A,67-200,Głogów
37565,Cypriana Kamila Norwida,2,67-200,Głogów
18899,Tadeusza Kościuszki,3A,58-260,Bielawa
25482,Sanatoryjna,7,00-000,Pieszyce
21195,Rumiankowa,11,58-200,Dzierżoniów
9420,Okrężna,12,59-706,Gromadka
20442,Szpakowa,15,58-260,Bielawa
22865,Tulipanowa,3,58-200,Dzierżoniów
36554,Różana,7,67-200,Głogów
20030,Rolna,1A,58-260,Bielawa
13920,Młyńska,15,59-730,Nowogrodziec
31289,Wiejska,6,58-230,Niemcza
26730,Osiedle Nowe,1a,58-240,Piława Górna
15710,Ogrodowa,6,59-724,Osiecznica
20317,Ceglana,7,58-260,Bielawa
28199,Tadeusza Kościuszki,3A,00-000,Marianówek
24605,Mikołaja Kopernika,92,00-000,Pieszyce
39014,Długa,98,67-200,Przedmoście
37246,Adama Mickiewicza,57,67-200,Głogów
37301,Adama Mickiewicza,53c,67-200,Głogów
21976,Ignacego Krasickiego,65,58-200,Dzierżoniów
34060,Stoczniowa,5,67-200,Głogów
39707,Biała,5a,67-200,Ruszowice
36041,Orzechowa,16,67-200,Głogów
26834,Nowa,8,58-240,Piława Górna
883,Garncarska,26,59-700,Bolesławiec
25320,Dworcowa Górna,1a,00-000,Pieszyce
26061,Stefana Okrzei,28,58-240,Piława Górna
2974,Zabobrze,132,59-700,Bolesławiec
25586,Inne Kamionki,33,00-000,Pieszyce
20179,Ulica Azaliowa,7,58-260,Bielawa
3790,Ogrodowa,1,59-700,Bolesławiec
22761,Brzegowa,76,58-200,Dzierżoniów
318,Klonowa,4a,59-700,Bolesławiec
3242,Sadowa,46,59-700,Bolesławiec
4263,Jagiellonów,11,59-700,Bolesławiec
4924,Cicha,17,59-700,Bolesławiec
23115,Szkolna,17,58-200,Dzierżoniów
37541,Okrężna,38,67-200,Głogów
22288,Klonowa,14,58-200,Dzierżoniów
31511,Południowa,12,58-230,Niemcza
37401,Rzemieślnicza,18,67-200,Głogów
27213,Stawowa,22,00-000,Myśliszów
10615,11 Listopada,49,59-706,Gromadka
40041,Głogowska,33a,67-222,Jerzmanowa
26505,Bolesława Limanowskiego,7a,58-240,Piława Górna
19784,Graniczna,1,58-260,Bielawa
19988,Piastowska,30,58-260,Bielawa
32269,Paulinów,1,67-200,Głogów
32932,Mikołaja Gomółki,31,67-200,Głogów
34065,Słodowa,3,67-200,Głogów
30147,Spokojna,1,00-000,Oleszna
14320,Kolonia,8C,59-730,Milików
35452,Jedności Robotniczej,42,67-200,Głogów
24068,Osiedle Różane,36a,58-200,Dzierżoniów
21504,Lipowa,12,58-200,Dzierżoniów
14938,Wrzosowa,8,59-724,Osiecznica
30938,Tadeusza Kościuszki,30,58-230,Niemcza
35465,Neptuna,13,67-200,Głogów
32077,Spadzista,21A,67-200,Głogów
39042,Zielona,21,67-200,Serby
3096,aleja Wojska Polskiego,15a,59-700,Bolesławiec
35034,Przemysława Głogowskiego,12,67-200,Głogów
3116,Stefana Starzyńskiego,28,59-700,Bolesławiec
2029,Tadka Jasińskiego,3,59-700,Bolesławiec
11037,Główna,37,00-000,Wykroty
34619,Folwarczna,51,67-200,Głogów
35341,Wiśniowa,6,67-200,Głogów
18743,Lipcowa,26,58-260,Bielawa
41396,Głogowska,32F,67-222,Jerzmanowa
36847,Bolesława Prusa,19,67-200,Głogów
1304,Zgorzelecka,12,59-700,Bolesławiec
32325,Wita Stwosza,15,67-200,Głogów
11789,Kwiatowa,13,00-000,Nowogrodziec
28136,Tadeusza Kościuszki,45,00-000,Marianówek
20686,Stanisława Staszica,25E,58-200,Dzierżoniów
2284,Teatralna,2,59-700,Bolesławiec
34069,Okrężna,61,67-200,Głogów
14397,Wesoła,8A,59-730,Zagajnik
22902,Fryderyka Chopina,22,58-200,Dzierżoniów
24353,Księdza Dzierżonia,42,58-200,Dzierżoniów
9754,Leśna,8,59-706,Gromadka
24895,Inne Kamionki,24,00-000,Pieszyce
25710,Inne Lasocin,5a,00-000,Pieszyce
23463,Osiedle Błękitne,20i,58-200,Dzierżoniów
19859,Wolności,1,58-260,Bielawa
15240,Jasna,3,59-724,Osiecznica
33850,Kosmonautów Polskich,71,67-200,Głogów
21784,Strefowa,10,58-200,Dzierżoniów
36386,Polska,2A,67-200,Głogów
3040,Bronisława Kosiby,32,59-700,Bolesławiec
12065,Wesoła,16,00-000,Nowogrodziec
33971,Władysława Łokietka,10,67-200,Głogów
32851,Perseusza,92,67-200,Głogów
14012,1 Maja,21,59-730,Nowogrodziec
22805,Nowowiejska,39,58-200,Dzierżoniów
39155,Kościelna,30,67-200,Serby
18160,Wojska Polskiego,26,58-260,Bielawa
37491,Świętej Jadwigi Śląskiej,11,67-200,Głogów
22957,Ząbkowicka,46,58-200,Dzierżoniów
20360,Generała Władysława Andersa,69,58-260,Bielawa
23727,Południowa,25,58-200,Dzierżoniów
28300,Tadeusza Kościuszki,40B,00-000,Marianówek
22379,Garncarska,12,58-200,Dzierżoniów
7285,aleja Kasztanowa,57a,59-700,Kruszyn
3620,Leśna,17,59-700,Bolesławiec
20089,Brzeżna,1,58-260,Bielawa
31663,Wrocławska,5,58-230,Niemcza
2259,Gdańska,36a,59-700,Bolesławiec
37735,Ogrodowa,10,67-200,Głogów
19735,Słomiana,9,58-260,Bielawa
40948,Topolowa,5,67-222,Jerzmanowa
5112,Grabowa,8a,59-700,Bolesławiec
26470,Liliowa,10,58-240,Piława Górna
40642,Główna,26,67-210,Jaczów
35321,Długa,112,67-200,Głogów
20311,Bohaterów Getta,7,58-260,Bielawa
25810,Botwinowa,16,00-000,Pieszyce
22300,Brzegowa,78,58-200,Dzierżoniów
19333,Rotmistrza Witolda Pileckiego,13,58-260,Bielawa
4286,gen. Franciszka Kleeberga,6H,59-700,Bolesławiec
40307,Przemysłowa,1,67-222,Jerzmanowa
21789,Cicha,18,58-200,Dzierżoniów
15709,Ogrodowa,4,59-724,Osiecznica
14218,Miodowa,6,59-730,Nowogrodziec
2965,Sądowa,7,59-700,Bolesławiec
33630,Budowlanych,29,67-200,Głogów
36521,Jana Cybisa,25,67-200,Głogów
30450,Dolna,13,00-000,Łagiewniki
3955,Garncarska,15,59-700,Bolesławiec
11931,Bolesława Chrobrego,34,00-000,Nowogrodziec
39234,Kawowa,2,67-200,Ruszowice
18103,Wschodnia,4,58-260,Bielawa
37102,Przemysłowa,7,67-200,Głogów
19825,1 Maja,17,58-260,Bielawa
36487,Wiśniowa,15,67-200,Głogów
32195,Gnieźnieńska,9,67-200,Głogów
36770,Końcowa,36,67-200,Głogów
15032,Sosnowa,5,59-726,Świętoszów
25800,Botwinowa,8,00-000,Pieszyce
36786,Morelowa,1,67-200,Głogów
2178,Stanisława Staszica,74,59-700,Bolesławiec
2290,Bratków,3,59-700,Bolesławiec
22025,Nowowiejska,70,58-200,Dzierżoniów
704,Piastów,23,59-700,Bolesławiec
36240,Okrężna,14,67-200,Głogów
2972,Różana,75,59-700,Bolesławiec
19904,Rotmistrza Witolda Pileckiego,39A,58-260,Bielawa
39575,Ogrodowa,26,67-200,Serby
21047,Jodłowa,4,58-200,Dzierżoniów
5218,Kresów II RP,23C,59-700,Bolesławiec
19114,Wojska Polskiego,17,58-260,Bielawa
31888,Bolesława Chrobrego,21C,58-230,Niemcza
22540,Południowa,11,58-200,Dzierżoniów
35451,Dobrawy,5,67-200,Głogów
37299,Adama Mickiewicza,62,67-200,Głogów
34490,Wioślarska,39,67-200,Głogów
11938,Adama Mickiewicza,15/1,00-000,Nowogrodziec
4392,Stefana Starzyńskiego,38,59-700,Bolesławiec
24174,Świdnicka,12,58-200,Dzierżoniów
31053,Zdrojowa,9A,00-000,Przerzeczyn-Zdrój
23064,Szarych Szeregów,14,58-200,Dzierżoniów
30241,Stefanii Zboińskiej,6,00-000,Łagiewniki
14907,Husarska,8E,59-726,Świętoszów
38391,Leśna,12,67-200,Wilków
22563,Osiedle Błękitne,10b,58-200,Dzierżoniów
40620,Ogrodowa,24,67-210,Jaczów
36147,Armii Krajowej,1e,67-200,Głogów
4141,Gdańska,30g,59-700,Bolesławiec
31633,Zdrojowa,19,00-000,Przerzeczyn-Zdrój
35991,Kotlarska,1a,67-200,Głogów
33888,Elektryczna,12,67-200,Głogów
36499,Merkurego,2B,67-200,Głogów
39596,Ogrodowa,58,67-200,Serby
16073,Sztabowa,41,59-726,Świętoszów
19545,Dzierżoniowska,4,58-260,Bielawa
3642,Garncarska,2a,59-700,Bolesławiec
37229,Jodłowa,2,67-200,Głogów
23219,Osiedle Różane,1,58-200,Dzierżoniów
20259,Wodna,16A,58-260,Bielawa
26611,Henryka Sienkiewicza,22,58-240,Piława Górna
29685,Adama Mickiewicza,12,00-000,Łagiewniki
37146,Wojska Polskiego,15f,67-200,Głogów
37807,Zielona,9,67-200,Serby
37268,Rzemieślnicza,9,67-200,Głogów
23277,Osiedle Złote,1e,58-200,Dzierżoniów
26469,Herbaciana,3,58-240,Piława Górna
40428,Wiertnicza,5,67-210,Jaczów
4906,Brzozowa,32,59-700,Bolesławiec
26031,Stanisława Staszica,30,58-240,Piława Górna
23581,Osiedle Tęczowe,9c,58-200,Dzierżoniów
20205,Osiedle XXV-lecia,3a,58-260,Bielawa
35716,Konrada I,23,67-200,Głogów
29575,Nadrzeczna,21,00-000,Łagiewniki
19390,Kasztanowa,10,58-260,Bielawa
4759,Stanisława Staszica,3,59-700,Bolesławiec
33806,Miodowa,6,67-200,Głogów
2150,Wojciecha Korfantego,9C,59-700,Bolesławiec
22571,Wesoła,31,58-200,Dzierżoniów
11220,Kolejowa,32,00-000,Wykroty
26759,Bolesława Chrobrego,11A,58-240,Piława Górna
37624,bł. Luigiego Novarese,10,67-200,Głogów
30676,Wincentego Witosa,19,00-000,Łagiewniki
18948,Parkowa,8,58-260,Bielawa
7718,Lipowa,18a,59-700,Kruszyn
29241,Lipowa,3,00-000,Oleszna
15666,Husarska,8K,59-726,Świętoszów
12975,Polna,14,00-000,Nowogrodziec
31010,Plac Mieszka I,1,58-230,Niemcza
21057,Szarych Szeregów,16,58-200,Dzierżoniów
15731,Lubańska,6,59-724,Osiecznica
18672,Brzeżna,30,58-260,Bielawa
23672,Osiedle Różane,21f,58-200,Dzierżoniów
40970,Obiszowska,1,67-222,Jerzmanowa
12098,Adama Mickiewicza,23,00-000,Nowogrodziec
23384,Modrzewiowa,22,58-200,Dzierżoniów
31163,Piastowska,7,58-230,Niemcza
23634,Mikołaja Kopernika,25f,58-200,Dzierżoniów
25360,Rolna,12,58-250,Pieszyce
36467,Aleja Wolności,52a,67-200,Głogów
41248,Zielona,1,67-210,Jaczów
24410,Księdza Dzierżonia,22A,58-200,Dzierżoniów
36939,Młyńska,15,67-200,Głogów
34939,Powstańców,13a,67-200,Głogów
7413,Bursztynowa,12,59-700,Kruszyn
29476,Słowiańska,17,00-000,Łagiewniki
31029,Tadeusza Kościuszki,6,58-230,Niemcza
27478,Wierzbowa,7,00-000,Mościsko
1971,Karola Marcinkowskiego,16,59-700,Bolesławiec
12072,Henryka Sienkiewicza,22,00-000,Nowogrodziec
24440,Tadeusza Kościuszki,8,00-000,Pieszyce
4632,Ignacego Daszyńskiego,13a,59-700,Bolesławiec
30576,Akwen,40,00-000,Mniowice
33894,Osadników,14,67-200,Głogów
27632,Bielawska,17,00-000,Myśliszów
40941,Ruszowicka,5a,67-210,Jaczów
30250,Akwen,103,00-000,Mniowice
19169,Wiosenna,10,58-260,Bielawa
35958,Józefa Wybickiego,15,67-200,Głogów
630,Tulipanowa,1,59-700,Bolesławiec
28595,Kościelna,4,00-000,Kołaczów
23311,Mikołaja Kopernika,36b,58-200,Dzierżoniów
20737,Batalionów Chłopskich,92,58-200,Dzierżoniów
35374,Orzechowa,51,67-200,Głogów
1351,Narcyzów,31,59-700,Bolesławiec
40949,Ruszowicka,13,67-210,Jaczów
25961,Nadbrzeżna,7A,58-209,Pieszyce
1209,Zabobrze,135A,59-700,Bolesławiec
25976,Piastowska,22,58-240,Piława Górna
23319,Rzeźnicza,21,58-200,Dzierżoniów
32643,Grodzieńska,21,67-200,Głogów
21286,Marszałkowska,14,58-200,Dzierżoniów
911,Wałowa,27,59-700,Bolesławiec
9985,Osiedlowa,6,59-706,Gromadka
34728,Leszka Białego,5,67-200,Głogów
1120,Zwycięstwa,9,59-700,Bolesławiec
24331,Jesionowa,48,58-200,Dzierżoniów
2575,Ekonomiczna,5,59-700,Bolesławiec
32260,Królewska,3D,67-200,Głogów
23620,Nowowiejska,115,58-200,Dzierżoniów
35287,Gwiaździsta,42,67-200,Głogów
25539,Tadeusza Kościuszki,95,58-250,Pieszyce
28748,Zielona,2,00-000,Mościsko
15125,Szkolna,1E,59-726,Świętoszów
2522,Bronisława Kosiby,2,59-700,Bolesławiec
18091,Bohaterów Getta,31,58-260,Bielawa
26274,Stefana Okrzei,21,58-240,Piława Górna
19129,Górska,8,58-260,Bielawa
11465,Wąska,10,00-000,Wykroty
28723,Bielawska,68,00-000,Myśliszów
18580,Wolności,66a,58-260,Bielawa
32606,Poczdamska,3b,67-200,Głogów
10259,Fabryczna,1,59-706,Gromadka
27081,Szkolna,6a,00-000,Mościsko
598,aleja Wojska Polskiego,6a,59-700,Bolesławiec
21834,Ignacego Krasickiego,45,58-200,Dzierżoniów
17892,Stefana Żeromskiego,44b,58-260,Bielawa
3714,Polna,4d,59-700,Bolesławiec
40623,Śliwkowa,5,67-222,Jerzmanowa
23769,Jodłowa,3,58-200,Dzierżoniów
35780,Armii Krajowej,3,67-200,Głogów
18830,Bankowa,11,58-260,Bielawa
4219,Stanisława Staszica,21,59-700,Bolesławiec
24944,Świdnicka,36,00-000,Pieszyce
22922,Osiedle Jasne,11d,58-200,Dzierżoniów
41111,Kwiatowa,4,67-210,Jaczów
16077,Kolejowa,1,59-726,Świętoszów
12080,Bolesława Chrobrego,30,00-000,Nowogrodziec
13672,Wiśniowa,19,59-730,Milików
19130,Wolności,96,58-260,Bielawa
18131,Juliana Tuwima,6,58-260,Bielawa
23155,Słowicza,44,58-200,Dzierżoniów
26758,Jana Kilińskiego,1,58-240,Piława Górna
7367,Lipowa,50,59-700,Kruszyn
29578,Wierzbowa,3,00-000,Łagiewniki
36921,Osadników,5,67-200,Głogów
31728,Gumińska,13,58-230,Niemcza
4206,plac Zamkowy,2,59-700,Bolesławiec
25717,Ogrodowa,61,00-000,Pieszyce
13793,1 Maja,40,59-730,Nowogrodziec
34406,Książąt Oleśnickich,15,67-200,Głogów
30556,Wrocławska,9,00-000,Łagiewniki
41641,Dobra,2,67-222,Jerzmanowa
37019,Obrońców Pokoju,26A,67-200,Głogów
23807,Tulipanowa,10,58-200,Dzierżoniów
33137,Mieczysława Niedziałkowskiego,15a,67-200,Głogów
37310,Adama Mickiewicza,60,67-200,Głogów
23709,Ignacego Krasickiego,20,58-200,Dzierżoniów
26155,Bohaterów Getta,14,58-240,Piława Górna
27323,Wierzbowa,24,00-000,Mościsko
20655,Osiedle Złote,5c,58-200,Dzierżoniów
34659,Złota Podkowa,27,67-200,Głogów
4611,Bolesława Kubika,4,59-700,Bolesławiec
33351,Okrężna,21,67-200,Głogów
31279,Stefana Okrzei,1,58-230,Niemcza
41628,Letnia,31,67-222,Modła
21653,Juliusza Słowackiego,27,58-200,Dzierżoniów
4369,Ignacego Daszyńskiego,9,59-700,Bolesławiec
39340,Żytnia,15,67-200,Serby
35007,Rycerska,21B,67-200,Głogów
955,Brzozowa,30,59-700,Bolesławiec
2425,Ignacego Daszyńskiego,14,59-700,Bolesławiec
32092,Poczdamska,5a,67-200,Głogów
38059,Główna,46,67-200,Serby
32943,Bartosza Głowackiego,7,67-200,Głogów
13977,Strzelecka,20,59-730,Nowogrodziec
22936,Szkolna,21,58-200,Dzierżoniów
32440,Henryka Sienkiewicza,1c,67-200,Głogów
30146,Ślężna,42,00-000,Oleszna
32229,Oriona,13,67-200,Głogów
28179,Kościelna,5,00-000,Mościsko
18265,Miodowa,21,58-260,Bielawa
36802,Piotra Skargi,29,67-200,Głogów
3083,Józefa Ignacego Kraszewskiego,28,59-700,Bolesławiec
18943,Obrońców Westerplatte,43,58-260,Bielawa
13950,1 Maja,1a,59-730,Nowogrodziec
36493,Wąska,10,67-200,Głogów
32420,Rynek,41,67-200,Głogów
20345,Słowiańska,53,58-260,Bielawa
14781,Husarska,2H,59-726,Świętoszów
18454,Juliana Tuwima,18,58-260,Bielawa
27366,Wierzbowa,12A,00-000,Piława Dolna
11932,Bolesława Chrobrego,28,00-000,Nowogrodziec
20763,Osiedle Andrzeja Struga,19,58-200,Dzierżoniów
36330,Ogrodowa,5,67-200,Głogów
26042,Nowa,7,58-240,Piława Górna
4890,Widok,12C,59-700,Bolesławiec
33440,Galla Anonima,3,67-200,Głogów
36512,Orzechowa,75,67-200,Głogów
20013,Piławska,29b,58-260,Bielawa
36468,Kosmonautów Polskich,125,67-200,Głogów
41379,Marcowa,7,67-210,Modła
28874,Pocztowa,3,00-000,Mościsko
12910,Leśna,2,59-730,Zagajnik
3505,Zabobrze,4,59-700,Bolesławiec
39804,Brzoskwiniowa,46,67-200,Ruszowice
5053,Jana Pawła II,41,59-700,Bolesławiec
15051,Klonowa,12,59-726,Świętoszów
27887,Długa,16a,00-000,Nowizna
7604,Cyprysowa,8,59-700,Kruszyn
18659,Bankowa,4,58-260,Bielawa
15928,Jasna,4,59-724,Osiecznica
21151,Storczykowa,15,58-200,Dzierżoniów
13487,Kolejowa,36,59-730,Nowogrodziec
19424,Stefana Żeromskiego,14,58-260,Bielawa
1122,Bronisława Kosiby,33,59-700,Bolesławiec
36144,Rudnowska,36,67-200,Głogów
3511,Armii Krajowej,10,59-700,Bolesławiec
38492,Słoneczna,3,67-200,Serby
41615,Cyprysowa,6,67-200,Jaczów
8713,Główna,20B,59-700,Kruszyn
27222,Główna,7a,00-000,Piława Dolna
3233,Orląt Lwowskich,11,59-700,Bolesławiec
39830,Krótka,14F,67-200,Serby
39983,Głogowska,32c,67-222,Jerzmanowa
11141,Młyńska,24a,00-000,Nowogrodziec
27862,Kościelna,11a,00-000,Kołaczów
17929,Osiedlowa,2A,58-260,Bielawa
37330,Adama Mickiewicza,52b,67-200,Głogów
4410,Konstantego Ildefonsa Gałczyńskiego,27,59-700,Bolesławiec
3852,Kresów II RP,1D,59-700,Bolesławiec
40643,Główna,24,67-210,Jaczów
36071,Połaniecka,24,67-200,Głogów
1144,Jana Pawła II,7,59-700,Bolesławiec
37662,Jana Nowaka Jeziorańskiego,3,67-200,Głogów
29381,Dolna,6,00-000,Łagiewniki
35369,Lotników,17,67-200,Głogów
22675,Osiedle Słoneczne,6,58-200,Dzierżoniów
2977,Staroszkolna,8b,59-700,Bolesławiec
18023,Wojska Polskiego,35,58-260,Bielawa
38768,Gospodarcza,32,67-200,Serby
26125,Budowlanych,2,58-240,Piława Górna
40747,Kręta,1,67-210,Jaczów
33953,Bolesława Śmiałego,12,67-200,Głogów
1394,Czerwonych Maków,7,59-700,Bolesławiec
3902,Tulipanowa,25,59-700,Bolesławiec
36124,Grodzieńska,25,67-200,Głogów
1650,Franciszka Salezego Jezierskiego,20,59-700,Bolesławiec
23390,Witolda Lutosławskiego,4,58-200,Dzierżoniów
30117,Osiedle Wrocławskie,22,00-000,Łagiewniki
25782,3 Maja,13,58-250,Pieszyce
25246,Dolna,6a,00-000,Pieszyce
28197,Łąkowa,3,00-000,Nowizna
8790,Główna,2d,59-700,Kruszyn
28208,Główna,52,00-000,Piława Dolna
23933,Podwalna,11B,58-200,Dzierżoniów
21678,Brzegowa,88,58-200,Dzierżoniów
22851,Brzegowa,105a,58-200,Dzierżoniów
17876,Boczna,8,58-260,Bielawa
35918,Kościelna,4,67-200,Głogów
15164,Jaśminowa,1C,59-726,Świętoszów
35080,Orbitalna,85,67-200,Głogów
33292,Okrężna,101,67-200,Głogów
26880,Młynarska,49,58-240,Piława Górna
3983,Stefana Starzyńskiego,47,59-700,Bolesławiec
25430,Inne Kamionki,43,00-000,Pieszyce
28830,Mostowa,15,00-000,Nowizna
4870,Bielska,1a,59-700,Bolesławiec
5141,Ptasia,39a,59-700,Bolesławiec
24739,Inne Rościszów,68A,00-000,Pieszyce
2875,Marii Konopnickiej,35,59-700,Bolesławiec
16051,Świerkowa,16,59-726,Świętoszów
624,Bolesława Chrobrego,6a,59-700,Bolesławiec
24555,Sanatoryjna,12a,00-000,Pieszyce
8781,Główna,17,59-700,Kruszyn
4170,Stanisława Małachowskiego,11,59-700,Bolesławiec
1927,Piastów,37,59-700,Bolesławiec
23584,Wesoła,3,58-200,Dzierżoniów
35549,Fryderyka Chopina,84,67-200,Głogów
34059,Merkurego,30,67-200,Głogów
21680,Nowowiejska,137,58-200,Dzierżoniów
34247,Nowa,4,67-200,Głogów
13574,Klasztorna,1,59-730,Nowogrodziec
32775,Okrężna,145,67-200,Głogów
32312,Konrada I,15,67-200,Głogów
323,Piotra Skargi,1,59-700,Bolesławiec
31366,Zdrojowa,13,00-000,Przerzeczyn-Zdrój
5664,Bolesławiecka,20,59-707,Trzebień
4779,aleja Tysiąclecia,54,59-700,Bolesławiec
21727,Bukowa,20,58-200,Dzierżoniów
25928,Inne Rościszów,75i,58-250,Pieszyce
3472,Władysława Łokietka,5,59-700,Bolesławiec
24781,Piastowska,24,00-000,Pieszyce
4391,Stefana Starzyńskiego,66,59-700,Bolesławiec
27741,Tadeusza Kościuszki,43,00-000,Marianówek
38934,Wałowa,5,67-200,Serby
13461,Bolesława Chrobrego,28b,59-730,Nowogrodziec
9003,Lipowa,15,59-700,Kruszyn
27639,Osiedle Piaskowe,2,00-000,Myśliszów
11351,Młyńska,36,00-000,Nowogrodziec
32212,Połaniecka,8,67-200,Głogów
31157,Piastowska,14,58-230,Niemcza
14143,Stanisława Moniuszki,9,59-730,Nowogrodziec
25554,Inne Kamionki,17B,00-000,Pieszyce
27055,Wierzbowa,12a,00-000,Mościsko
36583,Stanisława Wyspiańskiego,5,67-200,Głogów
3336,Gabriela Narutowicza,1,59-700,Bolesławiec
11237,Morelowa,19,00-000,Milików
31166,Polna,3,00-000,Przerzeczyn-Zdrój
38751,Gajowa,7,67-200,Wilków
18369,Niecała,9,58-260,Bielawa
12061,Wesoła,7,00-000,Nowogrodziec
33341,Galileusza,5,67-200,Głogów
40038,Polna,5,67-222,Jerzmanowa
4323,Stefana Batorego,12,59-700,Bolesławiec
15383,Szkolna,3,59-726,Świętoszów
31708,Zdrojowa,27,00-000,Przerzeczyn-Zdrój
29169,Orla,1,00-000,Łagiewniki
22490,Nowowiejska,17,58-200,Dzierżoniów
999,Modrzewiowa,20,59-700,Bolesławiec
24122,Cisowa,33,58-200,Dzierżoniów
37516,Gen. Fieldorfa Nila\,17,67-200,Głogów
15930,Ułańska,2D,59-726,Świętoszów
25007,Henryka Biernackiego,10,58-250,Pieszyce
32135,Książąt Oleśnickich,12,67-200,Głogów
4312,Zgorzelecka,10,59-700,Bolesławiec
15234,Husarska,6D,59-726,Świętoszów
32560,Garncarska,21,67-200,Głogów
31496,Rzeczna,3,00-000,Przerzeczyn-Zdrój
19177,Rotmistrza Witolda Pileckiego,31,58-260,Bielawa
24059,Osiedle Tęczowe,9b,58-200,Dzierżoniów
33392,Saturna,78,67-200,Głogów
3877,Tadeusza Kościuszki,39,59-700,Bolesławiec
35575,Wąska,6,67-200,Głogów
23695,Osiedle Różane,11f,58-200,Dzierżoniów
32214,Juliusza Słowackiego,6,67-200,Głogów
33874,Bolesława Prusa,4,67-200,Głogów
9675,Jaśminowa,7,59-706,Gromadka
27317,Wierzbowa,18,00-000,Mościsko
34193,Saturna,54A,67-200,Głogów
26372,Henryka Sienkiewicza,42,58-240,Piława Górna
281,Agatowa,9,59-700,Bolesławiec
25535,Stawowa,56,58-250,Pieszyce
33762,Gabriela Narutowicza,15,67-200,Głogów
3906,Graniczna,1,59-700,Bolesławiec
38166,Główna,65,67-200,Serby
2061,aleja Wojska Polskiego,5,59-700,Bolesławiec
1115,Marii Konopnickiej,19,59-700,Bolesławiec
1502,Stanisława Staszica,118,59-700,Bolesławiec
4757,Łąkowa,4,59-700,Bolesławiec
37181,Przemysłowa,27,67-200,Głogów
19989,Lotnicza,5B,58-260,Bielawa
18195,Stanisława Staszica,21,58-260,Bielawa
33919,Przemysława Głogowskiego,13,67-200,Głogów
39741,Jagodowa,1,67-200,Borek
